epoch,tr_loss,tr_acc,val_loss,val_acc1,val_acc5,time_s
122,0.3239,90.404,1.459,65.3,88.81,36.1
123,0.3093,90.946,1.5856,63.16,87.65,36.1
124,0.3076,90.862,1.5743,63.53,88.19,36.2
125,0.2913,91.562,1.4957,65.47,88.83,36.1
126,0.3099,90.806,1.4203,65.86,89.26,36.2
127,0.2859,91.604,1.4286,66.29,89.17,36.2
128,0.2725,92.032,1.5744,64.39,88.68,36.3
129,0.2572,92.594,1.4624,65.75,88.94,36.3
130,0.2525,92.738,1.4437,66.35,89.55,36.1
131,0.2475,92.964,1.4702,66.38,89.34,36.2
132,0.239,93.35,1.545,64.64,87.96,36.3
133,0.2372,93.278,1.4917,66.06,89.1,36.3
134,0.2161,94.094,1.4827,65.63,88.73,36.3
135,0.219,93.956,1.4071,67.16,89.74,36.3
136,0.1983,94.702,1.4756,66.34,89.05,36.1
137,0.2021,94.474,1.365,67.6,89.74,36.3
138,0.1825,95.16,1.4426,66.82,89.15,36.4
139,0.1756,95.47,1.3855,67.14,89.36,36.3
140,0.1671,95.72,1.4001,67.58,89.94,36.2
141,0.159,95.954,1.4372,66.97,89.41,36.5
142,0.1621,95.862,1.392,68.11,89.89,36.3
143,0.1505,96.39,1.4111,67.99,89.56,36.3
144,0.1496,96.222,1.3738,68.44,89.76,36.4
145,0.1401,96.656,1.3369,68.92,90.76,36.5
146,0.1295,96.978,1.3758,68.47,90.2,36.3
147,0.1223,97.124,1.3458,68.95,90.61,36.2
148,0.1118,97.706,1.3157,69.32,90.61,36.2
149,0.109,97.622,1.3696,68.77,90.44,36.4
150,0.102,97.906,1.3171,69.71,90.78,36.3
151,0.0984,98.048,1.306,69.57,90.48,36.3
152,0.0892,98.332,1.3016,70.08,90.44,36.2
153,0.0837,98.392,1.2761,70.39,90.86,36.2
154,0.0795,98.588,1.2679,70.59,90.71,36.5
155,0.0731,98.728,1.282,70.7,90.87,36.4
156,0.0716,98.864,1.2702,70.39,90.77,36.3
157,0.065,99.1,1.2444,70.82,91.13,36.1
158,0.0623,99.074,1.2724,70.84,90.61,36.1
159,0.057,99.268,1.2412,71.33,91.41,36.0
160,0.055,99.244,1.2154,71.34,91.51,36.2
161,0.052,99.392,1.2571,70.96,91.13,36.4
162,0.0508,99.368,1.2352,71.11,91.16,36.3
163,0.0469,99.488,1.2515,70.99,91.05,36.5
164,0.044,99.55,1.2383,71.3,91.3,36.4
165,0.0413,99.626,1.2169,71.47,91.49,36.3
166,0.041,99.664,1.2273,71.71,91.11,36.3
167,0.0396,99.658,1.2041,71.8,91.49,36.3
168,0.0361,99.736,1.2103,71.76,91.41,36.2
169,0.0361,99.738,1.2103,72.04,91.45,36.4
170,0.035,99.758,1.204,72.14,91.52,36.3
171,0.0335,99.79,1.199,72.22,91.28,36.5
172,0.032,99.83,1.1989,71.85,91.56,36.3
173,0.0317,99.804,1.2042,72.01,91.49,36.3
174,0.0311,99.84,1.2009,71.9,91.65,36.2
175,0.0299,99.828,1.2045,71.98,91.37,36.2
176,0.0291,99.876,1.1989,71.78,91.4,36.2
177,0.0288,99.858,1.1927,71.96,91.55,36.4
178,0.0282,99.868,1.1902,71.82,91.51,36.4
179,0.0274,99.882,1.1855,72.11,91.64,36.3
180,0.028,99.868,1.1868,72.14,91.73,36.2
181,0.0262,99.916,1.1842,72.1,91.52,36.2
182,0.0267,99.896,1.187,72.19,91.56,36.2
183,0.0258,99.9,1.1829,72.31,91.64,36.3
184,0.0257,99.906,1.1815,72.14,91.63,36.2
185,0.025,99.894,1.1816,72.24,91.71,36.2
186,0.025,99.914,1.184,71.98,91.52,36.2
187,0.0248,99.928,1.1821,72.26,91.4,36.3
188,0.0248,99.88,1.1799,72.12,91.6,36.4
189,0.0248,99.926,1.1833,72.3,91.59,36.1
190,0.0246,99.92,1.1813,72.26,91.58,36.3
191,0.0246,99.926,1.1802,72.31,91.67,36.3
192,0.024,99.934,1.1815,72.3,91.55,36.1
193,0.0237,99.928,1.1759,72.34,91.55,36.1
194,0.024,99.936,1.175,72.35,91.64,36.1
195,0.0236,99.928,1.177,72.37,91.55,36.2
196,0.0229,99.942,1.1771,72.39,91.65,36.2
197,0.023,99.946,1.1767,72.5,91.64,36.6
198,0.0237,99.94,1.176,72.28,91.68,36.3
199,0.0234,99.936,1.1793,72.13,91.64,36.3
200,0.0233,99.928,1.1738,72.45,91.62,36.3
