epoch,tr_loss,tr_acc,val_loss,val_acc1,val_acc5,time_s
127,0.5593,83.932,1.6571,60.21,85.68,30.5
128,0.5577,83.956,1.515,61.91,87.39,30.3
129,0.5492,84.032,1.5624,60.69,86.61,30.5
130,0.5358,84.84,1.6704,60.44,85.92,30.4
131,0.5213,85.19,1.6017,61.1,86.8,30.2
132,0.5297,84.748,1.6461,60.39,85.69,30.3
133,0.5096,85.574,1.4979,61.89,86.82,30.3
134,0.503,85.688,1.562,61.2,86.97,30.4
135,0.4856,86.408,1.661,60.05,86.0,30.3
136,0.4747,86.606,1.5211,61.95,87.09,30.3
137,0.4735,86.56,1.5867,61.82,86.64,30.4
138,0.4616,86.984,1.5247,62.23,86.76,30.5
139,0.452,87.476,1.5083,62.44,87.42,30.2
140,0.4337,88.092,1.5521,63.32,87.13,30.3
141,0.424,88.468,1.5351,62.29,87.01,30.6
142,0.4143,88.726,1.5078,63.47,87.68,30.4
143,0.4054,89.024,1.5497,61.93,86.87,30.2
144,0.3923,89.364,1.6017,62.11,87.18,30.2
145,0.3839,89.534,1.5526,62.63,87.31,30.3
146,0.378,90.0,1.6415,61.51,86.52,30.3
147,0.3712,89.988,1.652,61.02,86.58,30.3
148,0.3612,90.514,1.4876,64.1,87.72,30.5
149,0.3486,90.87,1.4907,63.36,87.67,30.5
150,0.34,91.09,1.5268,63.33,87.84,30.5
151,0.3268,91.702,1.4642,63.48,88.33,30.4
152,0.3202,91.87,1.5002,63.66,87.58,30.3
153,0.3097,92.186,1.499,63.66,87.73,30.5
154,0.3005,92.57,1.5021,63.23,87.66,30.3
155,0.2884,93.002,1.4961,63.99,88.26,30.4
156,0.28,93.374,1.435,64.69,88.26,30.3
157,0.2718,93.554,1.4681,64.9,88.35,30.3
158,0.2652,93.748,1.4803,64.04,87.87,30.6
159,0.2563,94.028,1.4001,65.54,88.51,30.5
160,0.2474,94.604,1.3991,65.32,88.38,30.6
161,0.2342,95.052,1.4216,64.95,88.36,30.5
162,0.2299,95.106,1.4439,64.98,88.22,30.7
163,0.2207,95.414,1.4473,65.08,88.57,30.3
164,0.217,95.624,1.4087,65.64,89.08,30.4
165,0.2075,95.918,1.393,65.18,88.6,30.4
166,0.201,96.138,1.3849,65.71,88.86,30.5
167,0.1917,96.4,1.3966,66.03,89.09,30.4
168,0.1826,96.768,1.4188,65.6,88.83,30.1
169,0.1797,96.766,1.4016,65.84,89.18,30.3
170,0.175,97.074,1.3546,66.55,89.28,30.3
171,0.1688,97.168,1.3594,66.28,89.07,30.5
172,0.1653,97.206,1.37,66.3,89.43,30.4
173,0.1585,97.622,1.3721,66.34,89.15,30.4
174,0.155,97.672,1.3622,66.49,89.39,30.4
175,0.1506,97.892,1.3678,66.9,89.19,30.2
176,0.1468,97.912,1.3566,66.89,89.36,30.4
177,0.1429,98.084,1.3554,66.72,89.38,30.3
178,0.1414,98.026,1.354,66.94,89.3,30.3
179,0.1355,98.26,1.3634,66.77,89.32,30.5
180,0.1338,98.368,1.3476,67.3,89.61,30.3
181,0.1308,98.464,1.3408,66.74,89.56,30.3
182,0.1287,98.454,1.3397,67.32,89.31,30.3
183,0.1249,98.602,1.3377,67.31,89.55,30.3
184,0.1228,98.712,1.3362,67.54,89.55,30.5
185,0.1212,98.724,1.3466,67.14,89.51,30.3
186,0.1178,98.836,1.342,67.07,89.63,30.5
187,0.1175,98.824,1.3346,67.47,89.5,30.6
188,0.1172,98.782,1.3344,67.15,89.58,30.5
189,0.1164,98.856,1.3328,67.51,89.48,30.3
190,0.1145,98.838,1.3406,67.37,89.57,30.4
191,0.1125,98.922,1.337,67.24,89.64,30.5
192,0.1128,98.982,1.3359,67.38,89.53,30.3
193,0.1118,99.004,1.3349,67.39,89.55,30.2
194,0.1119,98.962,1.3328,67.31,89.63,30.3
195,0.1099,99.042,1.337,67.29,89.57,30.4
196,0.1106,98.982,1.3298,67.34,89.59,30.6
197,0.1101,99.048,1.334,67.45,89.64,30.5
198,0.1102,99.018,1.335,67.25,89.59,30.6
199,0.1089,99.084,1.3312,67.41,89.64,30.5
200,0.11,98.968,1.3331,67.37,89.63,30.5
