epoch,tr_loss,tr_acc,val_loss,val_acc1,val_acc5,time_s
51,1.1802,65.624,1.8563,52.93,80.86,46.3
52,1.1698,65.934,2.0571,48.5,77.94,46.5
53,1.1766,65.702,1.9696,50.64,80.75,46.3
54,1.1513,66.558,2.4325,43.78,73.49,46.3
55,1.1512,66.422,1.7672,53.86,82.6,46.5
56,1.1443,66.55,2.4236,43.5,74.49,46.6
57,1.1299,66.878,1.7468,54.37,82.64,46.2
58,1.1416,66.732,1.9039,51.98,80.69,46.4
59,1.1232,67.14,1.995,48.45,79.29,46.2
60,1.1111,67.484,1.6883,55.2,83.35,46.4
61,1.1079,67.35,1.8264,53.77,82.78,46.3
62,1.0986,67.688,1.7069,54.71,83.45,46.4
63,1.0902,67.96,2.0049,51.32,78.97,46.3
64,1.0769,68.522,2.1356,47.74,77.15,46.2
65,1.0771,68.23,1.6816,55.55,83.26,46.2
66,1.0843,68.248,1.8121,54.45,82.11,46.4
67,1.0619,68.866,1.9782,50.73,80.06,46.4
68,1.0557,68.824,2.1677,48.33,77.78,46.3
69,1.0589,69.206,2.0035,50.16,79.2,46.3
70,1.0449,69.2,1.936,51.83,79.98,46.2
71,1.0418,69.362,2.076,51.0,79.63,46.4
72,1.0268,69.65,1.7305,55.77,83.82,46.1
73,1.0238,69.634,1.8686,52.89,80.81,46.4
74,1.0042,70.46,1.6209,56.87,85.19,46.5
75,1.0075,70.114,1.9384,51.09,81.46,46.2
76,0.9885,70.778,1.7807,54.75,83.53,46.5
77,0.9913,70.544,1.7419,56.52,84.06,46.3
78,0.9862,70.806,1.9139,52.77,81.77,46.5
79,0.9824,70.798,1.5395,59.45,85.79,46.3
80,0.9595,71.74,1.7212,55.11,83.74,46.6
81,0.9748,70.986,1.7253,55.57,83.45,46.4
82,0.9406,72.116,1.8846,52.89,81.84,46.4
83,0.9462,71.816,1.9294,53.16,80.71,46.4
84,0.9321,72.342,1.691,57.04,84.36,46.3
85,0.934,72.198,1.7424,55.9,83.47,46.1
86,0.9259,72.526,1.7741,55.23,83.25,46.3
87,0.9238,72.516,1.8809,53.86,80.51,46.3
88,0.9034,72.924,1.6484,57.46,84.66,46.5
89,0.9075,72.948,1.5358,59.04,86.47,46.4
90,0.8964,73.16,1.505,59.79,86.26,46.4
91,0.8876,73.6,1.8505,54.58,82.19,46.4
92,0.8707,73.994,1.733,56.99,83.37,46.1
93,0.8656,74.014,1.561,59.51,86.07,46.2
94,0.859,74.292,1.6086,57.74,85.49,46.2
95,0.8489,74.384,1.5798,59.5,85.62,46.4
96,0.8437,74.68,1.7828,55.81,84.05,46.2
97,0.8292,75.176,1.6452,57.69,85.43,46.3
98,0.8278,75.06,1.6379,58.54,85.23,46.2
99,0.815,75.696,1.5132,60.76,86.86,46.2
100,0.817,75.338,1.5732,59.66,86.54,46.2
101,0.8086,75.662,1.6178,58.47,85.78,46.1
102,0.787,76.298,1.5597,59.43,86.18,46.2
103,0.7845,76.414,1.7592,56.23,84.01,46.2
104,0.7581,77.078,1.4655,61.15,87.13,46.2
105,0.7678,76.828,1.5998,59.5,85.92,46.2
106,0.7598,77.036,1.6199,59.23,85.26,46.1
107,0.7432,77.458,1.4176,62.7,88.08,46.3
108,0.7371,77.724,1.7633,58.12,83.61,46.7
109,0.7326,77.76,1.5986,59.41,85.6,46.3
110,0.7221,78.068,1.5341,61.36,87.59,46.1
111,0.6978,78.792,1.8091,56.35,84.08,46.6
112,0.7089,78.392,1.5012,61.8,87.53,46.0
113,0.6942,78.844,1.6261,59.42,86.25,46.5
114,0.6763,79.332,1.7093,57.89,85.61,46.4
115,0.6745,79.532,1.6116,59.78,86.3,46.2
116,0.6645,79.614,1.7697,58.24,84.3,46.3
117,0.661,79.86,1.5743,61.08,87.15,46.2
118,0.6398,80.342,1.5312,61.5,86.86,46.0
119,0.6256,80.992,1.5226,61.52,87.16,46.4
120,0.6227,80.85,1.3601,64.87,88.95,46.1
121,0.6157,81.288,1.4936,62.28,87.43,46.4
122,0.6035,81.536,1.421,62.99,87.98,46.2
123,0.5851,82.002,1.4398,64.29,88.17,46.2
124,0.5743,82.334,1.5762,61.78,87.11,46.2
125,0.5625,82.594,1.4851,63.3,87.77,46.3
126,0.56,82.782,1.5355,63.32,87.37,46.1
127,0.5554,82.816,1.4205,65.1,88.64,46.1
128,0.5441,83.106,1.4607,63.8,87.96,46.1
129,0.5227,83.694,1.4191,64.46,89.07,45.9
130,0.5188,83.982,1.556,62.77,87.04,46.1
131,0.5007,84.356,1.4007,65.2,89.05,46.2
132,0.4879,85.004,1.3984,65.46,89.3,46.2
133,0.4797,84.976,1.4545,63.93,88.84,46.1
134,0.4725,85.44,1.5132,63.67,87.92,46.2
135,0.4596,85.734,1.4262,65.51,89.11,46.2
136,0.4369,86.446,1.4358,64.3,88.28,46.2
137,0.4367,86.496,1.3887,66.24,89.29,46.3
138,0.4264,86.864,1.4153,65.97,89.74,46.2
139,0.4047,87.504,1.4329,66.14,89.14,46.4
140,0.4003,87.486,1.4526,65.41,88.99,46.4
141,0.3909,87.822,1.499,64.38,87.99,46.0
142,0.3761,88.31,1.4147,65.73,89.39,46.3
143,0.361,88.556,1.3643,67.18,90.05,46.1
144,0.364,88.76,1.374,66.96,89.78,46.3
145,0.3433,89.23,1.4013,66.64,89.82,46.1
146,0.3326,89.562,1.4013,67.13,89.96,46.1
147,0.3245,89.86,1.4048,66.52,89.39,46.1
148,0.2926,91.046,1.3529,68.05,90.38,46.3
149,0.2806,91.336,1.3234,69.13,90.34,46.3
150,0.2747,91.546,1.4375,67.19,89.32,46.1
151,0.2687,91.698,1.3531,67.99,90.62,46.2
152,0.2514,92.274,1.3493,68.74,90.11,46.4
153,0.2417,92.586,1.3527,67.91,90.26,46.3
154,0.2315,93.024,1.3609,68.6,90.74,46.1
155,0.2146,93.636,1.3533,69.16,90.49,46.3
156,0.2055,93.856,1.3951,68.7,89.93,46.7
157,0.1918,94.22,1.3202,69.63,90.93,46.2
158,0.183,94.584,1.3374,69.72,90.86,46.1
159,0.1674,95.128,1.3335,69.65,90.93,46.4
160,0.1616,95.226,1.266,70.69,91.76,46.1
161,0.147,95.802,1.3256,69.9,91.15,46.2
162,0.132,96.35,1.2903,71.16,91.49,46.2
163,0.1293,96.364,1.2824,71.15,91.32,46.2
164,0.1209,96.678,1.2951,71.2,91.6,46.2
165,0.1115,97.038,1.2716,71.3,91.5,46.1
166,0.1005,97.372,1.2837,71.49,91.55,46.4
167,0.0939,97.58,1.274,71.87,91.79,46.3
168,0.0851,97.866,1.2865,71.19,91.61,46.3
169,0.0816,98.056,1.27,71.87,91.74,46.2
170,0.0755,98.228,1.2562,72.06,91.97,46.3
171,0.0704,98.348,1.262,72.5,91.62,46.3
172,0.0641,98.654,1.2535,72.03,91.91,46.2
173,0.0573,98.832,1.2519,72.48,92.0,46.2
174,0.0552,98.916,1.2617,72.5,91.66,46.3
175,0.0528,99.014,1.2658,72.42,91.91,46.3
176,0.0511,99.006,1.2586,72.83,91.8,46.1
177,0.0455,99.156,1.2518,72.82,92.05,46.2
178,0.0437,99.216,1.249,72.77,91.91,46.2
179,0.0434,99.194,1.2322,72.86,92.18,46.1
180,0.0419,99.308,1.2398,73.08,92.08,46.3
181,0.0378,99.432,1.2439,73.05,92.08,46.2
182,0.0368,99.39,1.2425,72.89,92.02,46.2
183,0.0339,99.514,1.2317,73.02,92.09,46.3
184,0.0349,99.52,1.2357,73.2,92.03,46.2
185,0.0338,99.532,1.2369,73.17,92.12,46.3
186,0.0317,99.542,1.2376,73.26,92.15,46.3
187,0.0316,99.598,1.2346,73.28,92.02,46.3
188,0.0308,99.59,1.237,73.19,92.08,46.5
189,0.0305,99.634,1.2425,73.33,91.93,46.3
190,0.0297,99.658,1.2363,73.42,91.93,46.3
191,0.0299,99.648,1.2359,73.34,91.92,46.5
192,0.0293,99.632,1.2341,73.3,91.96,46.5
193,0.0293,99.674,1.2331,73.34,92.01,46.1
194,0.0291,99.67,1.2332,73.54,92.05,46.3
195,0.0296,99.626,1.2345,73.18,91.98,46.2
196,0.0277,99.684,1.2351,73.4,92.03,46.2
197,0.0277,99.708,1.2359,73.11,92.06,46.1
198,0.0283,99.65,1.2356,73.11,92.09,46.2
199,0.028,99.686,1.2362,73.34,92.0,46.2
200,0.0278,99.714,1.2355,73.38,92.06,46.1
